image_id,path,class,original_class,class_name,split_ss1,split_ss2,split_ss3,split_ps1,split_ps2,split_ps3
7022,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0036_115581.jpg,119,120,120.Fox_Sparrow,train,seen_test_train,train,train,train,seen_val
7023,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0078_114582.jpg,119,120,120.Fox_Sparrow,train,train,seen_val,train,train,train
7024,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0138_114586.jpg,119,120,120.Fox_Sparrow,train,train,seen_test_train,train,train,train
7025,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0081_115630.jpg,119,120,120.Fox_Sparrow,train,seen_test_train,train,train,train,seen_test_train
7026,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0094_114634.jpg,119,120,120.Fox_Sparrow,seen_test_train,train,train,train,seen_val,train
7027,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0015_114650.jpg,119,120,120.Fox_Sparrow,train,train,train,seen_val,seen_test_train,train
7028,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0110_115172.jpg,119,120,120.Fox_Sparrow,train,train,train,train,seen_test_train,seen_val
7029,/scratch_global/yannick/CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0124_114662.jpg,119,120,120.Fox_Sparrow,train,train,seen_test_train,train,seen_val,train
7030,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0067_115979.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7031,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0039_115980.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7032,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0117_115983.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7033,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0009_115984.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,seen_val
7034,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0053_115991.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7035,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0073_115996.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7036,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0075_116260.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,seen_test_val,seen_test_train
7037,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0109_115750.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,seen_test_train
7038,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0029_115761.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,train
7039,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0040_115696.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,seen_test_train
7040,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0120_116021.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7041,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0060_15159.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7042,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0126_116029.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7043,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0107_116286.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7044,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0125_116031.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_val
7045,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0041_116288.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_val
7046,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0020_116289.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7047,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0044_115681.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7048,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0082_116300.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_val
7049,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0050_116301.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7050,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0035_116049.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7051,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0078_116052.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7052,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0068_115799.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7053,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0018_116056.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,seen_test_train
7054,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0116_116066.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7055,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0098_116027.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7056,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0099_116069.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7057,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0081_116326.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7058,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0069_116332.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_val
7059,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0042_115638.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_val
7060,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0015_116352.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7061,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0106_116028.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7062,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0012_115849.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7063,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0064_116106.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,train
7064,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0021_116107.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7065,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0121_116110.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7066,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0058_115862.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_val
7067,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0006_115864.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,seen_test_val,train
7068,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0016_115695.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,seen_test_val,train
7069,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0077_116127.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7070,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0014_116129.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7071,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0119_116081.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,seen_test_val,train
7072,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0043_115880.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,seen_test_train
7073,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0108_115894.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7074,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0110_115644.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,seen_test_train
7075,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0070_115645.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7076,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0114_116160.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,seen_test_val,train
7077,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0017_115908.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_test_train
7078,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0102_116101.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,seen_val
7079,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0115_115914.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7080,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0026_115915.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7081,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0049_115918.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,train
7082,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0072_115663.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,train
7083,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0051_115923.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,train
7084,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0003_115676.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7085,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0011_115937.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7086,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0001_115938.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,seen_test_val,train
7087,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0101_116094.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7088,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0019_115958.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,seen_test_val,val,train
7089,/scratch_global/yannick/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0038_115704.jpg,120,121,121.Grasshopper_Sparrow,test,test,test,val,val,train
7090,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0024_116480.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_val,train,train
7091,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0007_116484.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,seen_test_train,seen_val,seen_val
7092,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0087_116490.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_test_train,train,train
7093,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0038_116610.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,seen_val,train,seen_val,train
7094,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0014_116494.jpg,121,122,122.Harris_Sparrow,val,val,train,train,seen_test_train,train
7095,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0042_116499.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,train,seen_val,seen_val
7096,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0076_116509.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,train,seen_val,seen_val,train
7097,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0055_116512.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_test_train,train,train
7098,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0028_116656.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_test_train,train,train
7099,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0029_116516.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,train,train,train
7100,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0084_116519.jpg,121,122,122.Harris_Sparrow,val,val,seen_test_train,train,train,seen_val
7101,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0035_116529.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,seen_test_train,train,train
7102,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0089_116531.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,train,seen_test_train,train
7103,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0056_116532.jpg,121,122,122.Harris_Sparrow,val,seen_test_val,train,train,train,train
7104,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0085_116534.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,train,train,train
7105,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0082_116660.jpg,121,122,122.Harris_Sparrow,val,val,train,train,seen_test_train,train
7106,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0074_116539.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,train,seen_test_train,train
7107,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0016_116661.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,seen_val,seen_test_train,train
7108,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0052_116544.jpg,121,122,122.Harris_Sparrow,val,val,train,train,seen_test_train,train
7109,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0026_116620.jpg,121,122,122.Harris_Sparrow,val,seen_test_val,seen_val,seen_test_train,seen_val,train
7110,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0090_116664.jpg,121,122,122.Harris_Sparrow,val,val,train,train,train,train
7111,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0081_116574.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,train,train,train,train
7112,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0060_116576.jpg,121,122,122.Harris_Sparrow,val,val,seen_test_train,seen_val,train,seen_val
7113,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0073_116577.jpg,121,122,122.Harris_Sparrow,val,val,seen_test_train,train,seen_test_train,train
7114,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0004_116581.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,seen_test_train,train,seen_test_train,seen_val
7115,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0083_116588.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,train,seen_test_train,train,seen_test_train
7116,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0053_116595.jpg,121,122,122.Harris_Sparrow,val,val,train,train,train,train
7117,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0011_116597.jpg,121,122,122.Harris_Sparrow,val,seen_test_val,train,seen_val,train,train
7118,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0045_116603.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,seen_test_train,train,train
7119,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0059_116608.jpg,121,122,122.Harris_Sparrow,val,val,train,train,train,train
7120,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0041_116611.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,train,seen_test_train,seen_val,seen_test_train
7121,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0002_116356.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_val,seen_val,train
7122,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0066_116362.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_val,train,seen_test_train
7123,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0023_116363.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_test_train,train,train
7124,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0006_116364.jpg,121,122,122.Harris_Sparrow,val,val,seen_test_train,seen_test_train,train,train
7125,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0050_116369.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_test_train,train,seen_test_train
7126,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0086_116373.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,seen_val,seen_test_train,train
7127,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0057_116374.jpg,121,122,122.Harris_Sparrow,seen_test_val,seen_test_val,train,train,train,train
7128,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0010_116376.jpg,121,122,122.Harris_Sparrow,val,val,train,train,seen_val,train
7129,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0020_116379.jpg,121,122,122.Harris_Sparrow,val,val,train,train,train,train
7130,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0033_116380.jpg,121,122,122.Harris_Sparrow,val,val,train,train,seen_test_train,train
7131,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0063_116383.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,seen_test_train,seen_val,seen_test_train
7132,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0025_116648.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_test_train,seen_val,train
7133,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0001_116398.jpg,121,122,122.Harris_Sparrow,val,seen_test_val,train,seen_val,train,seen_test_train
7134,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0021_116399.jpg,121,122,122.Harris_Sparrow,val,val,seen_val,seen_val,train,seen_test_train
7135,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0070_116400.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,seen_test_train,train,train,seen_test_train
7136,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0018_116402.jpg,121,122,122.Harris_Sparrow,val,seen_test_val,seen_test_train,train,seen_test_train,train
7137,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0075_116404.jpg,121,122,122.Harris_Sparrow,seen_test_val,val,seen_val,train,seen_test_train,seen_val
7138,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0048_116405.jpg,121,122,122.Harris_Sparrow,val,val,seen_test_train,train,seen_val,train
7139,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0072_116662.jpg,121,122,122.Harris_Sparrow,val,val,train,train,train,train
7140,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0017_116636.jpg,121,122,122.Harris_Sparrow,val,val,seen_test_train,seen_test_train,seen_val,train
7141,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0039_116409.jpg,121,122,122.Harris_Sparrow,seen_test_val,seen_test_val,seen_test_train,train,train,train
7142,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0046_116425.jpg,121,122,122.Harris_Sparrow,seen_test_val,seen_test_val,seen_val,train,seen_val,train
7143,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0027_116687.jpg,121,122,122.Harris_Sparrow,val,val,train,train,train,seen_val
7144,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0065_116435.jpg,121,122,122.Harris_Sparrow,seen_test_val,seen_test_val,train,seen_test_train,seen_test_train,train
7145,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0005_116694.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_val,seen_test_train,train
7146,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0034_116439.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_val,seen_test_train,train
7147,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0088_116445.jpg,121,122,122.Harris_Sparrow,val,val,train,train,train,seen_val
7148,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0067_116707.jpg,121,122,122.Harris_Sparrow,val,val,seen_test_train,train,train,train
7149,/scratch_global/yannick/CUB_200_2011/images/122.Harris_Sparrow/Harris_Sparrow_0071_116476.jpg,121,122,122.Harris_Sparrow,val,val,train,seen_test_train,train,train
7150,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0046_116740.jpg,122,123,123.Henslow_Sparrow,seen_val,seen_test_train,val,test,test,test
7151,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0061_116751.jpg,122,123,123.Henslow_Sparrow,seen_test_train,train,val,test,test,test
7152,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0081_116755.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7153,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0043_116756.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7154,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0096_116758.jpg,122,123,123.Henslow_Sparrow,train,train,seen_test_val,test,test,test
7155,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0017_796591.jpg,122,123,123.Henslow_Sparrow,train,seen_val,val,test,test,test
7156,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0009_796611.jpg,122,123,123.Henslow_Sparrow,train,seen_val,val,test,test,test
7157,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0042_796595.jpg,122,123,123.Henslow_Sparrow,train,seen_test_train,seen_test_val,test,test,test
7158,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0113_116801.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7159,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0073_116803.jpg,122,123,123.Henslow_Sparrow,train,seen_val,val,test,test,test
7160,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0075_116805.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7161,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0076_116810.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7162,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0080_11360.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7163,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0069_116832.jpg,122,123,123.Henslow_Sparrow,train,train,seen_test_val,test,test,test
7164,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0018_116834.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7165,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0022_116835.jpg,122,123,123.Henslow_Sparrow,seen_test_train,train,seen_test_val,test,test,test
7166,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0083_116844.jpg,122,123,123.Henslow_Sparrow,train,train,val,test,test,test
7167,/scratch_global/yannick/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0112_116845.jpg,122,123,123.Henslow_Sparrow,train,seen_test_train,val,test,test,test
